title;author;link
MY NUTSICLE!;estranged e-man;https://huds.tf/forum/xthreads_attach.php/3194_1602563130_c8d33eb0/51c5a91f8df6f85c09331e74e639376d/Untitled.wav
BOOM HEADSHOT;saucyeggman;https://huds.tf/forum/xthreads_attach.php/3187_1602495012_e98e4e56/cd71e4222405dcb26509709387ca6835/killsound.wav
Will Smith AWWWWWWWWWHAHA;saucyeggman;https://huds.tf/forum/xthreads_attach.php/3186_1602493511_87d6b338/c97d9fb39636c202c6d1c3767430804c/killsound.wav
"""I'M UPSET!""";Mello;https://huds.tf/forum/xthreads_attach.php/3185_1602106203_5939098e/bf365b3bde3aeb7ea943a463d62f6ad9/killsound.wav
"Fatmagic - ""I'm Angry!&qu...";Mello;https://huds.tf/forum/xthreads_attach.php/3184_1602103964_c23bf853/2e5d2fbe30acc25618b26871d0b7f8bc/killsound.wav
Soldier KaBoom;ThatsDevon;https://huds.tf/forum/xthreads_attach.php/3183_1602102448_55c3b445/cc6cdb4a7ede0531b3e0dc1df2d4873a/Soldier_specialcompleted03.wav
YAY (kill sound);CNQ+HR1[h1;https://huds.tf/forum/xthreads_attach.php/3182_1602097886_29b954b5/5d855e9ad7d164ec9b270cc916ec12ef/YAYAYA.wav
"STAR_ - ""StabbyLaugh""...";crypt_;https://huds.tf/forum/xthreads_attach.php/3173_1601842807_5db06bbd/1bc5e63898907fb37b9f88fd0c77f51b/hitsound.wav
"STAR_ - ""Quake Hit""";crypt_;https://huds.tf/forum/xthreads_attach.php/3172_1601842624_ab6dd5b2/855cdda4e59de59d51e7cb1a0cdfd40c/hitsound.wav
"STAR_ - ""Quack""";crypt_;https://huds.tf/forum/xthreads_attach.php/3171_1601842594_78b8341b/c6f121d0fa235347900732edad94527d/hitsound.wav
"STAR_ - ""powahHitsound&qu...";crypt_;https://huds.tf/forum/xthreads_attach.php/3170_1601842550_e48719dd/3597fc91e39751ae5a0ee4d110161706/hitsound.wav
"STAR_ - ""POP""";crypt_;https://huds.tf/forum/xthreads_attach.php/3169_1601842521_8591a4b1/157c34e6d3c33f1a37d16c6a5efd02b4/hitsound.wav
"STAR_ - ""OuhNo!""";crypt_;https://huds.tf/forum/xthreads_attach.php/3168_1601842502_cfdb39ac/b969ee941ae58e7863357e25e8b38fe2/hitsound.wav
"STAR_ - ""Meltingbwop1&quo...";crypt_;https://huds.tf/forum/xthreads_attach.php/3167_1601842473_129f2a72/e3211422b17bc340a0c22d6256e516a7/hitsound.wav
"STAR_ - ""Jerma WOWextraWO...";crypt_;https://huds.tf/forum/xthreads_attach.php/3166_1601842446_6189c305/c2134bfcdee3d35c4512237af82f505c/hitsound.wav
"STAR_ - ""Jerma OOOOOHhoho...";crypt_;https://huds.tf/forum/xthreads_attach.php/3165_1601842412_21ece887/9b54e33faa3c3b306bdc0131b69fb297/hitsound.wav
"STAR_ - ""Jerma OOOAH!&quo...";crypt_;https://huds.tf/forum/xthreads_attach.php/3164_1601842367_32917be5/8ed3994bd6c0f2ede275ca889c0b2750/hitsound.wav
"STAR_ - ""Gottem""";crypt_;https://huds.tf/forum/xthreads_attach.php/3163_1601842329_c2f18da9/4946e2c047fc05c948f59d9e4d9e595d/hitsound.wav
"STAR_ - ""Good Job""";crypt_;https://huds.tf/forum/xthreads_attach.php/3162_1601842306_2f019e50/27b8dcfb7401dd65f1ba5c1d016a37cc/hitsound.wav
"STAR_ - ""Bluauagugh Thron...";crypt_;https://huds.tf/forum/xthreads_attach.php/3161_1601842188_098bdaaf/f754c32778da08b6a96db325b7e7a7ec/hitsound.wav
Airhorn Get Fcked - Killsound;crypt_;https://huds.tf/forum/xthreads_attach.php/3160_1601842156_8d8a6fc9/d528572a5ee72241443512a7e4a9d2ad/killsound.wav
Airhorn - Hitsound;crypt_;https://huds.tf/forum/xthreads_attach.php/3159_1601842136_bc6bc005/c44704f687c4e03cb22201b9d22daf9d/hitsound.wav
OhHO - Killsound;crypt_;https://huds.tf/forum/xthreads_attach.php/3158_1601842107_54e46ed2/b50da7f63c5cffd21c02adf28e80b93a/killsound.wav
OhHO - Hitsound;crypt_;https://huds.tf/forum/xthreads_attach.php/3157_1601842088_28e1fbaf/2ce93fa78a12cb5c338af6bb3bdaeb41/hitsound.wav
UT2003-Termination killsound;Lazarr;https://huds.tf/forum/xthreads_attach.php/3149_1601739685_9a594074/61dedb60b5d662e5d248876b0628474e/killsound.wav
Aimbooster Killsound (Louder);Po3stell3d | unusual.tf;https://huds.tf/forum/xthreads_attach.php/3148_1601726145_3eb298ec/ffacc0e70fbbf06ab7013ea7cdc89774/killsound.wav
Aimbooster Hitsound (Louder);Po3stell3d | unusual.tf;https://huds.tf/forum/xthreads_attach.php/3147_1601726071_b67274f8/1fbf9b8f734700d1d5dd5344fe395995/hitsound.wav
Quake 3 Gibbed Hit/Kill;Lazarr;https://huds.tf/forum/xthreads_attach.php/3146_1601726056_7280d59a/afa42a3b1a2ac22615152d70a259b76c/Gibbed.wav
Quake 3 denied;Lazarr;https://huds.tf/forum/xthreads_attach.php/3145_1601725932_7c0a01ad/c3b2e999fd3fe97d9a8268d44308cc18/Denied.wav
Ugh my P*SSY;";Mateip;";https://huds.tf/forum/xthreads_attach.php/3144_1601684943_43004066/b72bd4a8915be66d36dfb589b1bc3b89/killsound.wav
Absolutely Not;purplethorium;https://huds.tf/forum/xthreads_attach.php/3143_1601676354_e08f596d/dba918e8327601552398a1d6c54e53ce/absolutelynot%281%29.wav
Hold Still;purplethorium;https://huds.tf/forum/xthreads_attach.php/3142_1601676298_28ae36cd/07bbe0eebcf7c97b70be08c47924e149/holdstill.wav
Taco bell bong;Gasha;https://huds.tf/forum/xthreads_attach.php/3125_1600655729_35b07a51/464bb0263ea964589e95ea3280cb9ffe/taco-bell-bong-sfx.wav
B*TCH HUHU;";Mateip;";https://huds.tf/forum/xthreads_attach.php/3124_1600519559_c6c8d865/4925524bf55bac743ace0192dbd8c6d4/killsound.wav
hitsound zuba OOIIIIIII;Menzinz.;https://huds.tf/forum/xthreads_attach.php/3123_1600381001_b1209f56/bbc399912df4f6de7997f6255be7c578/hitsound.wav
killsound menzinz BOOOOMMMMMM;Menzinz.;https://huds.tf/forum/xthreads_attach.php/3122_1600380958_5f713940/0578cf389c7ffa3b3f58a8df36601833/killsound.wav
Aimbooster Killsound;Po3stell3d | unusual.tf;https://huds.tf/forum/xthreads_attach.php/3121_1600342703_8caf7bdc/d2bbed72c13a617a76c9eada82591e5a/killsound.wav
Aimbooster Hitsound;Po3stell3d | unusual.tf;https://huds.tf/forum/xthreads_attach.php/3120_1600342603_d6013bbc/4addf4e0ace115b3eeadf22ea4da1a90/hitsound.wav
DeathScream 10 (Killsound);(/OwO)/ **Tio Isa**;https://huds.tf/forum/xthreads_attach.php/3119_1600047323_60473be6/a7f88e4edc7c32321c121ca4cad4ca74/killsound%2010.wav
DeathScream 9 (Killsound);(/OwO)/ **Tio Isa**;https://huds.tf/forum/xthreads_attach.php/3118_1600047289_c0901160/8ec2e0f3b9ea3c69956261f8fec437df/killsound%209.wav
DeathScream 8 (Killsound);(/OwO)/ **Tio Isa**;https://huds.tf/forum/xthreads_attach.php/3117_1600047223_fbaa5c01/ec418006cdf72a1d420426ca0cb24f05/killsound%208.wav
DeathScream 7 (Killsound);(/OwO)/ **Tio Isa**;https://huds.tf/forum/xthreads_attach.php/3116_1600047166_acb95ae5/bfa0bb4abc1d56e3c5bf688785473c60/killsound%207.wav
DeathScream 6 (Killsound);(/OwO)/ **Tio Isa**;https://huds.tf/forum/xthreads_attach.php/3115_1600047132_085db74f/5ddf7b7e7c8c0eeaa7904d37396322e0/killsound%206.wav
DeathScream 5 (Killsound);(/OwO)/ **Tio Isa**;https://huds.tf/forum/xthreads_attach.php/3114_1600046547_7c086c6f/8a5b8790d1cc469b0ef2a999636d2602/killsound%205.wav
DeathScream 4 (Killsound);(/OwO)/ **Tio Isa**;https://huds.tf/forum/xthreads_attach.php/3113_1600046477_61e082e5/52d595af184c2a771090f27a5874dcb0/killsound%204.wav
DeathScream 3 (Killsound);(/OwO)/ **Tio Isa**;https://huds.tf/forum/xthreads_attach.php/3112_1600046437_ddd865a9/03b9d42edca96a4c353c44a88e30750e/killsound%203.wav
DeathScream 2 (Killsound);(/OwO)/ **Tio Isa**;https://huds.tf/forum/xthreads_attach.php/3111_1600046390_e8f61c04/553689c9996e07d5f47c6f02cd46ff30/killsound%202.wav
DeathScream (Killsound);(/OwO)/ **Tio Isa**;https://huds.tf/forum/xthreads_attach.php/3110_1600046109_b71f3450/9c23de6976d0043c5c45635035112ac5/killsound.wav
mega bonk;Fiji™ water bottle;https://huds.tf/forum/xthreads_attach.php/3109_1600009168_4c694623/fa56cc9d6dd6522a28501f94a0b140fa/hitsound.wav
Bruh;CyrusDaSquid;https://huds.tf/forum/xthreads_attach.php/3108_1600004018_2d4fa9f6/62c4be4a2f25111180dd82797efcbe2c/hitsound.wav
you know the rules;Nekus;https://huds.tf/forum/xthreads_attach.php/3107_1599945021_82455362/e900b2b99aa2223ea0f71f3a4bb12d88/hitsound.wav
Hoodoo Sorcerer killsound;MekBlue;https://huds.tf/forum/xthreads_attach.php/3099_1599513500_d66d3ae4/c9bacdad3d9c4d896a8b95f5ebabd9f3/killsound.wav
Super Mario Bros Coin;ElGatoMio;https://huds.tf/forum/xthreads_attach.php/3091_1599451411_025a0ee2/e4ed86fa0f07eec913f83978dfdc6ece/super-mario-bros-coin-sound-effect.wav
what the hell;The Talking Lama;https://huds.tf/forum/xthreads_attach.php/3090_1599401220_ad416baa/63a152b67ddc8346be04ce6a562f7d3c/killsound.wav
Korone Eekum Bokum kitsound;ᵏᶦˡˡ ADIRINK ᵐᵉ;https://huds.tf/forum/xthreads_attach.php/3089_1599359881_cba2f772/6bb005056744f2c6ee35971b17de2f60/killsound.wav
Korone Eekum Bokum hitsound;ᵏᶦˡˡ ADIRINK ᵐᵉ;https://huds.tf/forum/xthreads_attach.php/3088_1599359849_74ef16b4/e6f07c0d57173e0f4b0dbe27bc95d8af/hitsound.wav
You Have Two Fathers Killsound;ONLY red;https://huds.tf/forum/xthreads_attach.php/3087_1599063137_5052ce08/b330464db13ef04c9bff4aca39d120ef/killsound.wav
Black Mesa - Access Denied (Ki...;JOHNNY (2);https://huds.tf/forum/xthreads_attach.php/3077_1598765010_76103374/30333b5756cd35b78668e686c3c3e569/killsound.wav
Level up;habit;https://huds.tf/forum/xthreads_attach.php/3076_1598553059_a7102055/80c3a29ebfc587eace5ff7a1f90373b0/Killsound.wav
Modern Family Scream (Hitsound...;Vapor (2);https://huds.tf/forum/xthreads_attach.php/3075_1598442627_1b8fa16d/48389a5d7e62267fb1504040b174bfaf/hitsound.wav
zack fair Gongaga. killsound;visioncrown;https://huds.tf/forum/xthreads_attach.php/3074_1598332530_79935638/0db1c7c14d765a809062ea5562665aec/killsound.wav
zack fair Me? hitsound;visioncrown;https://huds.tf/forum/xthreads_attach.php/3073_1598332506_983e1b70/f10b90123a10cff5448bd9d56f9cfa9f/hitsound.wav
Lazypurple Gotem (killsound);Vapor (2);https://huds.tf/forum/xthreads_attach.php/3072_1598064664_dfdbcc1c/ffa90e064669f423b29ce16ef8a29d85/killsound.wav
Hamsterball Smash (killsound);Vapor (2);https://huds.tf/forum/xthreads_attach.php/3071_1598063580_30703cff/9c1d21130c215684406880e1212f0978/killsound.wav
Egg (Penn & Teller);zaaaaaaaaane;https://huds.tf/forum/xthreads_attach.php/3070_1598037688_583cb049/5881a4917b8a6015c2e41a5f03596edd/hitsound.wav
Gaggle (Kill);zaaaaaaaaane;https://huds.tf/forum/xthreads_attach.php/3069_1598036959_8be79790/ce2b44512dafbc29e0f391eb8e1bf2d8/killsound_squasher.wav
Gaggle (Hit);zaaaaaaaaane;https://huds.tf/forum/xthreads_attach.php/3068_1598036941_1fc708fe/094bfb0e0e4e66a568d37b36819f8b9f/hitsound_squasher.wav
Raspberries (Kill);zaaaaaaaaane;https://huds.tf/forum/xthreads_attach.php/3067_1598036830_bedeed75/01a272359f90c736b119cd41f7986bc2/killsound_space.wav
Raspberries (Hit);zaaaaaaaaane;https://huds.tf/forum/xthreads_attach.php/3066_1598036788_29d7e8c5/10a8773975a6dc175bd2ce5f75f62bae/hitsound_space.wav
ehhhhh;kari;https://huds.tf/forum/xthreads_attach.php/3065_1597985996_70ac2779/f5bc740ae9f60540851735924bf99a6d/hitsound.wav
TIGER KNEE killsound;K.O.;https://huds.tf/forum/xthreads_attach.php/3064_1597982473_4aca24b4/5aa02eeae0a11b991f597a0f25a5138e/TIGAHKNEEkillsound.wav
O.D. killsound;finski;https://huds.tf/forum/xthreads_attach.php/3055_1597663522_c92760e6/2e6f1491ff39ecd96262985539a38a87/OD-hitsound2.wav
Dystopia hitsound;Shanker;https://huds.tf/forum/xthreads_attach.php/3052_1597438856_498698ab/41065bebad106edd0d5511ce05984651/hitsound.wav
hit;AxolWaddle;https://huds.tf/forum/xthreads_attach.php/3051_1597412551_3b15a496/13f0d3821d792a0be90a6b28f6c14a8f/hitsound.wav
Bleep;.tv/kidal;https://huds.tf/forum/xthreads_attach.php/3050_1597350578_c7cbf94c/36d4339084c65495efb9e08b1227d691/barrage-hitsound.wav
Growly;zaaaaaaaaane;https://huds.tf/forum/xthreads_attach.php/3049_1597290960_aeadbe84/1274be45933ad77fc8317345d1edb7ba/hitsound.wav
Chatter;zaaaaaaaaane;https://huds.tf/forum/xthreads_attach.php/3048_1597290799_1dabf080/89c9b3bc7ab084c132720fc90e72ad0d/killsound.wav
ToadBurp (Kill);zaaaaaaaaane;https://huds.tf/forum/xthreads_attach.php/3047_1597290396_20bfea2f/06b49bf1c908b81b14de0a36a3dab680/killsound.wav
ToadBurp (Hit);zaaaaaaaaane;https://huds.tf/forum/xthreads_attach.php/3046_1597290352_de2287ef/f86ac5b36f38eb9fa2ccace01a427daa/hitsound.wav
you're ugly;MrWhoWasIt;https://huds.tf/forum/xthreads_attach.php/3045_1597284169_0822d156/cb732b17db84a05821c2f906de974b94/killsound.wav
TIGER KILL 2 v2;K.O.;https://huds.tf/forum/xthreads_attach.php/3044_1597269757_8c2ad8cd/a92d9b0530c1d48408e01fc3bc4d9ea1/tiger2killv5.wav
TIGER KILL 3;K.O.;https://huds.tf/forum/xthreads_attach.php/3043_1597256945_e23b70da/9c1a8b48e6c103c2f31ffe5a2c38d288/TIGER_3.wav
TIGER KILL 2;K.O.;https://huds.tf/forum/xthreads_attach.php/3042_1597256900_aedc1667/414bace64f361725f9d354e3e40b9e0c/TIGER_2.wav
TIGER KILL 1;K.O.;https://huds.tf/forum/xthreads_attach.php/3041_1597256855_ed5d6daf/bcb409a95ae4f65ec5299348816d6d03/TIGER_1.wav
TIGER UPPERCUT 2;K.O.;https://huds.tf/forum/xthreads_attach.php/3040_1597256039_8417b8c9/8be52c9236dadd2b167b8faf69ca0330/SagatKillsoundOverlaidC2.wav
TIGER UPPERCUT 1;K.O.;https://huds.tf/forum/xthreads_attach.php/3038_1597255373_4fb4c3aa/242e0e0ccbf0cc07cfb628962fc43318/SagatKillsoundNotOverlaid.wav
Die Mother****** | UncleErupo;Sprasty;https://huds.tf/forum/xthreads_attach.php/3037_1597249982_eeb8c364/3b32d27d8a7d84d8f6ffd56b922cedb0/killsound.wav
Perfection;-iCrippled-;https://huds.tf/forum/xthreads_attach.php/3035_1597211764_753684f5/709d37e84a23d0e751f376885bdebc83/Perfect.wav
Perfect;-iCrippled-;https://huds.tf/forum/xthreads_attach.php/3033_1597211626_dd61685a/228505a66fd9ab6f7fe6d66386c51d5f/Nope.wav
EUH (Phil again);Sprasty;https://huds.tf/forum/xthreads_attach.php/3032_1597157243_163dc8b6/3978c25ee04d0c122b233b9ab3128869/hitsound.wav
Damnn;Saltyy;https://huds.tf/forum/xthreads_attach.php/3031_1597028287_92bb4561/ecd1979863e3b079d4b6df52d2d67a9d/hitsound.wav
Me lon;Nexus (2);https://huds.tf/forum/xthreads_attach.php/3030_1597004534_6d723542/3675a79d9587d8e67f5788e951da135e/hitsound.wav
rushie aiee;Jas;https://huds.tf/forum/xthreads_attach.php/3029_1596994717_a8102ec7/944fb09bfc286708f05f348ed231aac6/hitsound.wav
the galaxy spy;Jas;https://huds.tf/forum/xthreads_attach.php/3028_1596994668_cd63f57a/14190a458a4b2bb5cc4f39c5ba97df8e/killsound.wav
Phil Sheep;Sprasty;https://huds.tf/forum/xthreads_attach.php/3019_1596813884_a82c2012/7d7bf7fabcdc6bf55c51c303bdd77289/killsound.wav
Boom (hitsound);RiceNoodles;https://huds.tf/forum/xthreads_attach.php/3018_1596768145_599b7156/ea53f519ebda9628d66bfed32c7f5df9/hitsound.wav
Satisfying (Killsound);RiceNoodles;https://huds.tf/forum/xthreads_attach.php/3017_1596768106_6eeb543a/b8d1289ff52d2a4b3303b27c0b291747/killsound.wav
spaghetti;Allyski;https://huds.tf/forum/xthreads_attach.php/3016_1596591217_580dd5c1/5dcf54bb26276b7104b476c10145a311/hitsound.wav
Yeah Yuh (Killsound);RiceNoodles;https://huds.tf/forum/xthreads_attach.php/3013_1596501848_5117f362/78ca103248ab23cd6c18439ebeb6b1fc/killsound.wav
Bang! (updated);Hyoi | RIP Yomps;https://huds.tf/forum/xthreads_attach.php/3010_1596470766_864415ee/b0b317386e18a1234966e59d5996e75c/Bang%21.wav
Another one (Killsound);RiceNoodles;https://huds.tf/forum/xthreads_attach.php/3009_1596435232_8f7fc71a/6715cffad5c7ed61ed1adb4b699a1dda/killsound.wav
OHHH (killsound);RiceNoodles;https://huds.tf/forum/xthreads_attach.php/3006_1596408304_5ce68428/d7d4f8c7b8932a85fdee9f38b9439fa6/killsound.wav
poggers;thighs;https://huds.tf/forum/xthreads_attach.php/3005_1596222884_23579272/039c509ff2065d69aad8238622a3d28f/hitsound.wav
Call Of Duty: MW(2019) Kill so...;Iron Predator;https://huds.tf/forum/xthreads_attach.php/2988_1595852005_af296b56/0523d9114090bff7b9445c8648e2e789/Killsound.wav
Call Of Duty: MW(2019) Hitmark...;Iron Predator;https://huds.tf/forum/xthreads_attach.php/2987_1595851881_10df404a/5b78a16ce26c3799d60f5b80fd89007e/Hitsound.wav
Bang!;Hyoi | RIP Yomps;https://huds.tf/forum/xthreads_attach.php/2986_1595719649_eec16c5e/4b1c448f5dc7edd3a811eca9739adff8/hitsound.wav
youre cute;Allyski;https://huds.tf/forum/xthreads_attach.php/2984_1595559328_3904c7a1/e900ed335e4fc65bace00105053940a8/cute%20fin.wav
the first note of megalovania;mul7i;https://huds.tf/forum/xthreads_attach.php/2983_1595558735_07370f7e/43d48191abbeb92e455aea7d57d3e380/m.wav
melee shine;mul7i;https://huds.tf/forum/xthreads_attach.php/2982_1595558268_ebe25946/84f99354b486c5e3dab08b26d1af5e2d/shine.wav
Minecraft egg throw break;Genocoly;https://huds.tf/forum/xthreads_attach.php/2975_1595477391_fbe1c5f1/2b3b198b37014113a91f143582f035e7/hitsound.wav
Warning hit sound;digitaldr;https://huds.tf/forum/xthreads_attach.php/2974_1595439660_fadc2917/434724faccc58ce76a8c55fa0ed4aa3a/warning.wav
