title;author;link
[Backstab Sound] Spy Says May ...;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3662_1614941497_a88c06fb/e881f7f9ffbf5bbea92eb8a4cfa1cab2/Knife_swing_crit.wav
[Freeze Cam Sound] Spy Says Ma...;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3661_1614940965_a5fdd8e2/e881f7f9ffbf5bbea92eb8a4cfa1cab2/freeze_cam.wav
[Round Start Sound] MW2: Lets ...;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3660_1614933130_a928a783/48ba3d571af8aa4bbce00f7288b44912/MW2LetsDoThisMale%28StartSound%29.wav
[Round Start Sound] CSS: Move ...;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3659_1614932761_928d8104/cf58f7e1af1c81af69c15cb384de57be/CSS_MoveOutMale%28StartSound%29.wav
[Round Start Sound] CoD: Load ...;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3658_1614932642_dab866b1/eb86e80e7008f27e3166e65ba5544482/CODLoadUpMale%28StartSound%29.wav
Clap but not;WeirdlyAwesome;https://huds.tf/forum/xthreads_attach.php/3657_1614927708_78457721/3f6e6ba2d1714fc92d433530dbe50689/hitsound.wav
MK9 Fatality Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3656_1614880046_a42fe788/af76e6be6e49581eec693682797c67c2/killsound.wav
Some Epic Anime Fighting Kills...;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3655_1614880017_76ec7602/1c007786feb18e599a63c1fb4929c62c/killsound.wav
Sniper Boom...Headshot! Killso...;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3654_1614879521_65e0df78/039d9e72f08eb1be144ca063c3e6efe4/killsound.wav
Medic Meem Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3653_1614879467_51b588ea/2586afd4dc78b2159d6aa7ccd65a8c3f/killsound.wav
Scout Bonk! Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3652_1614879439_9e3e7c64/5d2e9cc48db586740668a3ec9bfb470f/killsound.wav
Heavy Pootis Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3651_1614879407_06a96ece/81438d3b03c78d4259a6e07e858f64fc/killsound.wav
Heavy Domination Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3650_1614879376_b26f3131/3e434f0096d844f65da4504dd7671084/killsound.wav
You've Got Mail Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3649_1614879336_e984fa76/eb5a27589ff474b08995c844e9a511bb/killsound.wav
You Guys Suck (Male) Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3648_1614879289_2eedb987/7d2efa7ce6c7f1d7ffd6733fb5a5ff28/killsound.wav
Yoshi Mount Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3647_1614879259_5ac3c8e2/75d8adcd684ba3a5eaff1792a4c4cab6/killsound.wav
Zeno Sama Anime (Female) Kills...;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3646_1614879084_75dfd65d/5b64995e973bf5496be275cb54ee3bdc/killsound.wav
You Are A Fuck Boy! (Male) Kil...;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3645_1614879044_c1151e0a/93321b85d9a4af290346f4002288f911/killsound.wav
Taric Oooh Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3644_1614879010_3e695acc/7cf6da3bbcefb96b2892b8f713a35bba/killsound.wav
Some Wow! Anime (Female) Kills...;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3643_1614878971_42600976/c152ec09f1330d6cbb589487b5d217cd/killsound.wav
Windows Shutting Down Killsoun...;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3642_1614878925_314eec43/ae36efe0e632c785332b4e9c54fcc1a4/killsound.wav
Some Wow! (Male) Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3641_1614878747_206aa9fc/6c4c5e9e397e42512da35a2a17e61456/killsound.wav
Yamete Kudasai! Anime (Female)...;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3640_1614878715_1375bed4/28cae756cbbc3dc8e6912009579b8952/killsound.wav
YEAH, BITCH! (Male) Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3639_1614878573_3f7ed488/ad8cbf246fa14451ed330e7f0f93b1a1/killsound.wav
Why Are You Runnin'? (Male) Ki...;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3638_1614878528_7680097d/a8df4201ef6b7ec214149151e643cadb/killsound.wav
Windows Error Hitsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3637_1614878489_458bbc2f/ef99279d6fb32bbcbe6d34ef6873f670/killsound.wav
Twitch Notification Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3636_1614878458_7e7a229d/5ab7932dcecad42ef500ac6df7af1c74/killsound.wav
Who Is Next? (Male) Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3635_1614878297_8dade20f/29249e2b61a0d07ce23fa800b5b568ee/killsound.wav
This Guy Is Toast (Male) Kills...;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3633_1614878229_83ff8cfa/26a97ad66aefdfcbd0e39ee23f74a3ed/killsound.wav
The Flash Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3632_1614878191_c1135ce5/a5993573867d3354ad9f755f8e6b4615/killsound.wav
The Doom Slayer Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3631_1614878156_0825ab06/d98e959b3ee4ae53a6199d73959f1806/killsound.wav
That Was Easy (Male) Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3630_1614878038_203e0b62/51b024e0a4d9bd075daa04739a2e6826/killsound.wav
USB Disconnect Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3629_1614877997_e9314f63/743f828c875bdb8e1110d27a72f1c6bc/killsound.wav
ScreaM Says They Tak About My ...;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3628_1614877864_1f21ef5e/1a0d1aeb255ab61337c84b6ded00f3d1/killsound.wav
Overwatch: I've Got You In My ...;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3627_1614877808_082e64bb/13a4f6ae9c55f1981a585fa22f05694a/killsound.wav
Postal 2 Dude Says Fuck You! K...;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3626_1614877575_258c5190/f62b273f021519566d033e9906a82ca5/killsound.wav
A Peace Of Candy (Male) Killso...;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3625_1614877538_159b3e68/5757baf0f6e1706b9877ffa817f97e3a/killsound.wav
Schcum (Male) Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3624_1614877493_534e13eb/101d5c1b9b6ecebb67f41c836bdf85f5/killsound.wav
Family Guy Shut Up Meg! Killso...;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3623_1614877393_d876fa22/f6e408096c2ae46fd7903f07485f45c3/killsound.wav
Phoenix Objection! Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3622_1614877329_a56991cf/35f2a867931eca3ee7235e361d683491/killsound.wav
Roblox Oof Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3621_1614877254_435e9aca/fe5003782ec7ecd5a5d2f100a5a4db9e/killsound.wav
Smite! Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3620_1614877219_4db7f970/a37cc018c57b58d77979fc8ab09818b5/killsound.wav
CoD: Tango Down Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3619_1614877195_594b2dda/1e370bca3547d20b4cf42ec822a224fe/killsound.wav
Perfection! Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3618_1614877148_a78e0acf/292382aba99111f439ff5f8c7af9c082/killsound.wav
Russian Opachki (Male) Killsou...;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3617_1614877090_a4bea9ea/c82dccf83d82592dc7b5285dcd0353e0/killsound.wav
Skype Shut Down Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3616_1614877052_8fea1785/c20736bff2d37cf8961f4cd40173a368/killsound.wav
Sup Bitch (Male) Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3615_1614877022_265f92f4/5236e8eed0934d8c4f134ebf3a9b3704/killsound.wav
Nobe! Anime (Female) Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3614_1614876956_81ff7895/90776155232a24b4d56a8a2a02fe9561/killsound.wav
Some Notification Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3613_1614876926_98d9d06d/640d8a6e7aeae1061012bd3fdc340f63/killsound.wav
Short Okah Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3612_1614876889_acfe1975/43e25325ae6ed43c192581071457a02d/killsound.wav
Neck Snap Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3611_1614876820_5203e087/f26d511ca4f4cb15a47a21596c44e1f9/killsound.wav
OMG (Male) Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3610_1614876683_b39a1c10/337915f3b278eb041a8de924d0004ad8/killsound.wav
Oh My God Anime (Female) Kills...;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3609_1614876653_779cdfd5/096aa353dc736abc71602d6decc057b5/killsound.wav
Nani (Male) Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3608_1614876604_aec70f4b/b07683c58abac106b8d7b5f5f98557eb/killsound.wav
Impressive (Male) Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3607_1614876430_ffc4082e/de833fae6041647fb19e9e0e9c0f022d/killsound.wav
MW2: Intervention Shot Killsou...;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3606_1614876399_28259874/c6c40111781ad413a012536392911256/killsound.wav
Metall Slug Scream Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3605_1614876333_50c2296c/5bf48c4dc66b3a67cc9b3e7ff57d2899/killsound.wav
I Wanna Rock Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3604_1614876292_ff201e24/c69ed1ca30e7fb9aa7adc71411b44bc7/killsound.wav
Mail Agent Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3603_1614876204_7f945512/5a2bc71fafaf2086d38893ea626ac5e9/killsound.wav
Homer Simpson Woo-Hoo! Killsou...;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3602_1614876136_f1fb9883/b42b4748eb10f6634f70c461763b2a4c/killsound.wav
Gotcha Bitch! Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3601_1614876097_afadb052/b048a6e8eadf45f0e89c972fcbbdac81/killsound.wav
Guh Huh Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3600_1614876053_497f7918/e3d0fabf0faeb9af1ca3d2d0eedaf0bc/killsound.wav
CJ Says Punk Ass Bitch Motherf...;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3599_1614876025_cd4c9213/bbc52f906a7a76e65e15f501c8f52e75/killsound.wav
"Gnome ""Ouh"" Killsoun...";Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3598_1614875975_707f75be/81e1db7d82670e02941e2a8116387566/killsound.wav
Get Fucked (Male) Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3597_1614875881_f48bea0d/ed012f30fe33ffe85442bfe53bb56fae/killsound.wav
Gaben Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3596_1614875844_cbb5dfc8/aafa6f5a0a7e3df49637c8ba6c5df18a/killsound.wav
FNAF Freddy's Nose Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3595_1614875779_ee2f1d20/45a5215922023d477d20e4889e63eae0/killsound.wav
A Lot Of Damage Flex Tape Kill...;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3594_1614875730_65282350/49098865cdc74a4f7cffbcced1f8c44a/killsound.wav
Falcon Yes (Male) Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3593_1614875689_29c580a4/bed29bdd050e48b1407e0cb6cd478dbe/killsound.wav
Excellent Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3592_1614875646_9f90c12b/01b63a190c2922bd75473aaa64f06f8a/killsound.wav
Eldritch Blast Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3591_1614875604_4e2ceaaf/c51f384851c71686bca5c32d7e410840/killsound.wav
Subaluwa Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3590_1614875534_59ecdb54/2a11496cdce0e6155cb96961d3713f70/killsound.wav
Dota2 Dagon Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3589_1614875394_85f927c0/75fdc182a61f7a477e8222b36b8b255e/killsound.wav
Dorime Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3588_1614875339_12baafe8/6b336cb22865bd2e4c7840deb9c9220e/killsound.wav
Daga Kotowaru Anime (Male) Kil...;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3587_1614875239_85663b89/831a565eacb5ef8c52b2fec7e392f053/killsound.wav
Breakfast Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3586_1614875125_749fc0dd/aa59aa6ae433493ee8ea0887510232ea/killsound.wav
BOOM HEADSHOT! Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3585_1614875086_333b4c55/e41eddd27b5a1f5f1e7dead26d2c2295/killsound.wav
Some Iphone Notification Ringt...;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3584_1614875045_32ee2293/a104b775dc1ea0e2da529f0deac4bb96/killsound.wav
Engineer Says Bacon ));Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3583_1614874991_437be723/8dc21ff28daec07a8ddcd194201ad665/Killsound.wav
Aye Sir! (Female) Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3582_1614874946_68ba0115/c62239502934f280ac7d48f9df400725/killsound.wav
Bart Simpson Says Aye Karamba;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3581_1614874897_82b3c7f7/b1e12c1adc718c1fc7abb13aab6d5588/killsound.wav
Some Ara-Ara (Female) Killsoun...;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3580_1614874832_c11d4ad6/032df0b8bb7eee879b706f0ea1468376/killsound.wav
Another One! Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3579_1614874786_a1ab08a3/c70559ccbd2ffbbcd627e5cc311f0a4b/killsound.wav
Ohayo Anime (Female) Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3577_1614874612_1a13e4bd/3092875e882c1a40935f1b8d8556cf47/killsound.wav
Toy~ya-a-a Anime Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3576_1614874524_e30e3fb5/27f8610f67a623f562f32e4a5d94c1a7/killsound.wav
Amazing 2 (Male) Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3575_1614874449_c6e82286/5e85c9fdf87da7ce5227cbed412ce809/killsound.wav
Amazing (Male) Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3574_1614874372_c7a7bec2/4a6fad54964282a6ec6d91a93a0e7b7c/killsound.wav
8 Bit Crash Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3573_1614795453_ce9a9492/e6830c329efe666bab84b05138dd9ecd/killsound.wav
Tethys Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3572_1614795311_714c990a/b16286e1bef28461aa73327f067e4b31/killsound.wav
Save Point Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3571_1614795204_6c5f9694/955e171d2a1fe5bc91ddc94cade3b473/killsound.wav
Kill Confirmed;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3570_1614795171_853be331/340ad34c4c5b4e99ba163e4f1b7351e5/killsound.wav
Teleport Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3569_1614795055_fd13fd3a/175c8be9a0f5c203c46f66633655882f/killsound.wav
Judgement Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3568_1614795016_cb6dda5e/481a89ac528c8ccf54a866bd5de43d87/killsound.wav
Fortnite Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3567_1614794967_07804ed7/471513b8214ce35c542bbfa58ab9cd12/killsound.wav
Logic Objective Completed Kill...;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3566_1614794926_2c57ae7a/5a9a000c24f9eaf086a39bfe6f9fd43b/killsound.wav
Ougi Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3565_1614794855_93bde990/2c53556f2c05aebefc32cd38ed0bac92/killsound.wav
Dota2 Missing Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3564_1614794797_083c65ea/5dff1ea55525b6884d2c034b2faa312b/killsound.wav
Crazy Diamond Punch Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3563_1614794432_42da7d2d/fda2734f8f0293ec5150dec537915ce6/killsound.wav
Among Us Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3562_1614794176_069de89c/0040ecb3ea7a03cb3d8a69cf19a5f3ae/killsound.wav
Headshot Spotted Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3561_1614793931_5286eb87/d540f4ae776b930b5c1196a1a8960b15/killsound.wav
Yoshi Yum Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3560_1614793753_e1865caf/9f1d9afeafbcf0fa487478bd48893cf3/killsound.wav
TF2 Soldier Bark Hitsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3559_1614793677_db110be0/022352a3f7a072d40920447eae6b68ca/hitsound.wav
Minecraft Villager Hit;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3558_1614793559_d531734f/003b819c6fadd3f33efab134c3425355/hitsound.wav
Minecraft Hit 2;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3557_1614793509_f338add7/8c7fbbd71b5483e754b69daf749053b9/hitsound.wav
Minecraft Hit 1;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3555_1614793419_612fc5e1/4f04ecf23fde82933aa744bd37012e71/hitsound.wav
Pitched Up Minecraft Anvil Lan...;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3554_1614793354_85f2898f/75793295ac2b4cd4e82d76bd0a47a8da/killsound.wav
Ploop HItsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3553_1614793156_026bd574/2e80a1c77bd6f114717898431d334d46/hitsound.wav
Slapezz Hitsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3552_1614793069_361cfef6/69f34f214214eff823ea87c188168e82/hitsound.wav
Coins 2;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3551_1614792851_ea86cf47/4c4592a7c2debe8a06b283c80fadabb8/killsound.wav
Coins 1;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3550_1614792823_ff8eea9e/d4b113bef5967b44a47ed705b20d5856/killsound.wav
Right Answer Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3549_1614792696_e264883a/514d5071be1022103d7ea3e771cc28fe/killsound.wav
Blizzard Elimination;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3548_1614792552_02f85c28/9691c3b09f2b57ae75b14b5f1df71394/killsound.wav
Bat Hitsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3547_1614792148_146b742f/02ba6a7778e9d52f81e91c0b33ee622a/hitsound.wav
1 Tap Hitsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3546_1614791951_06123a9c/63ded0d456b43801f31b7fdb137b9892/hitsound.wav
Yamete! Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3545_1614791788_747237d9/3e3555c20bdccdabb71e112d43ae3929/killsound.wav
Gnome Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3543_1614790863_1385d532/1a47398315ac9dacdf38cdb6aabedae3/killsound.wav
Rust Headshot Killsound;Not a Sniper Main;https://huds.tf/forum/xthreads_attach.php/3542_1614776357_0cbb630a/fd80f0fcc8d07aee71439ddc4f80ff31/killsound.wav
me hitting my fork on my bowl ...;insomnia;https://huds.tf/forum/xthreads_attach.php/3541_1614719383_581a1162/5588e805fb6d7f29dc88ddf2707b9e13/insomniabowlkillsound.wav
Tunak (louder);Entoco  | trade.tf;https://huds.tf/forum/xthreads_attach.php/3540_1614697499_be0bde0b/5ee58f7816e96a8265cd2b1a55146ffc/killsound.wav
Marco yelling;Sprasty;https://huds.tf/forum/xthreads_attach.php/3538_1614679851_1a955cde/0e5f6f3ab1750ada0424f9c33a2bab54/urlo_marco.wav
Doom Eternal Classic Hitsound ...;BrochachoTheBro;https://huds.tf/forum/xthreads_attach.php/3536_1614614032_8644eaf8/58efae7edf1bee937eabb953312d41f0/hitsound.wav
cg_killbeep 8 | Cha-Ching;raton culia o feo;https://huds.tf/forum/xthreads_attach.php/3535_1614612918_a3d293b8/647b9fcb729610822b03ba1e1a8c703d/killsound.wav
Feel Good Inc. Gorillaz [Kills...;Mr. Spidey[P2P];https://huds.tf/forum/xthreads_attach.php/3532_1614309989_730863bc/c61f0afb3a05b89e34ed508f934f88e0/killsound.wav
poggers;absent_spaghetti;https://huds.tf/forum/xthreads_attach.php/3525_1614016894_25bdf1af/02de9ecfdfd614f86b3eaec4a8c84f43/killsound.wav
Doomguy's UNF;k0walskipp;https://huds.tf/forum/xthreads_attach.php/3524_1613986429_235e979d/68e4503b83e0ff9e9cdf6ddea72c734a/hitsound.wav
Donkey Kong;k0walskipp;https://huds.tf/forum/xthreads_attach.php/3523_1613986258_59fd9c9f/08ae523c932aa029759303bc8a1a7261/hitsound.wav
Jowatt Killsound;nerjk;https://huds.tf/forum/xthreads_attach.php/3521_1613908841_edd48c1b/6c74829b31297e511576168511159548/killsound.wav
Jowatt Hitsound;nerjk;https://huds.tf/forum/xthreads_attach.php/3520_1613908772_089c49b4/b8071821b35a8abf40a047a4aaf111cf/hitsound.wav
"Dota 2 - ""Rampage""";k0walskipp;https://huds.tf/forum/xthreads_attach.php/3518_1613818715_0023ae7d/e16919fa8ea401b1f1bd1410f4067278/killsound.wav
"Dota 2 - ""Ultra Kill""...";k0walskipp;https://huds.tf/forum/xthreads_attach.php/3517_1613818619_2e5c1297/f4cf0e2b1e192add394586c910921b41/killsound.wav
"Dota 2 - ""Godlike""";k0walskipp;https://huds.tf/forum/xthreads_attach.php/3516_1613818311_8d0f8994/7ad4a4cb96d167e3d22a649904b5f4f6/killsound.wav
"Dota 2 - ""Dominating""...";k0walskipp;https://huds.tf/forum/xthreads_attach.php/3515_1613818265_f184ef85/deadda44e1e13a0c4bcb80e4e288792c/killsound.wav
Amelia Watson Hiccup;VerdantMischief;https://huds.tf/forum/xthreads_attach.php/3514_1613802992_c62b24f6/e34dfc5722caf41b25e95a1dbbb5e321/hitsound.wav
Hans Moleman Production Presen...;HE DIDNT FLY SO GOOD;https://huds.tf/forum/xthreads_attach.php/3512_1613668210_1967b589/bbd1ee4a1a520948fab69df570f6334c/ampedversion.wav
man screams among us;pengi♥;https://huds.tf/forum/xthreads_attach.php/3511_1613643635_f49ca885/729cab290b25f2531bc7399249cc294e/amongus.wav
Diamond Tester;obmd;https://huds.tf/forum/xthreads_attach.php/3509_1613526848_3a877a7d/06b5587f0350b5bafec8bbef9a633c53/killsound.wav
ICE;obmd;https://huds.tf/forum/xthreads_attach.php/3508_1613526813_48484b4e/891a8ae58f2dc135361b0683f5fc587f/hitsound.wav
Racially Tolerant Hitsound of ...;HE DIDNT FLY SO GOOD;https://huds.tf/forum/xthreads_attach.php/3507_1613503479_cd4d4fa1/1642741e0926e4c8bc0a071f7946ea3d/Koons.wav
Billy Scream Killsound;Seeva;https://huds.tf/forum/xthreads_attach.php/3505_1613430438_91912065/b49be9e7a3e823f564527839263b3edd/killsound.wav
POP - Hitsound;crypt_;https://huds.tf/forum/xthreads_attach.php/3504_1613005537_8cd76244/157c34e6d3c33f1a37d16c6a5efd02b4/hitsound.wav
Scrumpy Killsound;Wunderb4r;https://huds.tf/forum/xthreads_attach.php/3501_1612940203_7684fa60/58ad46618bfbce6cded8c4eb6460390c/killsound.wav
Scout Domination19;Sewer Engie;https://huds.tf/forum/xthreads_attach.php/3493_1612863689_9b9b295b/20813fd5929e550c2cd6308f8dfeece7/Scout_domination19%20%281%29.wav
Ace Attorney TAKE THAT;Vapor (2);https://huds.tf/forum/xthreads_attach.php/3492_1612850385_bdf231ac/e7d664a5b09b7866b272c758e6c22517/killsound.wav
Ratchet & Clank Bolt Picku...;Bob Ross (3);https://huds.tf/forum/xthreads_attach.php/3491_1612809901_33aa8329/0fff1117e67e2ae23736d4c913108ba2/hitsound.wav
0_0;kito (2);https://huds.tf/forum/xthreads_attach.php/3489_1612392848_663cc08f/907f917af50b4b46daa824e80342bdb5/killsound.wav
Easy Breezy;monkee wit hat;https://huds.tf/forum/xthreads_attach.php/3488_1612320634_0d24667c/88ab7fdf4d36cc1687c8492d83a4035b/killsound.wav
Peter griffin scream;Johnathan arschmuckle;https://huds.tf/forum/xthreads_attach.php/3487_1612310398_550d04f9/4e89a8952a330785aaac2ac8b5b22cb6/Family%20Guy%20-%20Rice%20Cake.wav
Terraria male hurt sound 2;Johnathan arschmuckle;https://huds.tf/forum/xthreads_attach.php/3486_1612309415_764e2293/a112a8801ba94c1fab00db118c0ac4dd/Male%20Player%20Hit%20%28Nr.%203%20Terraria%20Sound%29%20-%20Sound%20Effect%20for%20editing.wav
Terraria male hurt sound;Johnathan arschmuckle;https://huds.tf/forum/xthreads_attach.php/3485_1612308085_52569b92/320302a99b33d236831eb3c8261a5d5e/Terraria%20Male%20player%20hurt%20Sound.wav
LEECH! (Maxmoefoe);Vapor (2);https://huds.tf/forum/xthreads_attach.php/3484_1612270541_43513ad7/0cd01b788480160c9c86c296227be7f9/hitsound.wav
Fack You (Killsound);KaHootHoot;https://huds.tf/forum/xthreads_attach.php/3483_1612221247_baf8896c/f440774f7d72d61ff77afe2ef0449d39/killsound.wav
Keemstar F*CKING WH*RES (Kills...;KaHootHoot;https://huds.tf/forum/xthreads_attach.php/3482_1612220732_339738c1/b7e02886cb0240e16e66658906c79e28/killsound.wav
Body Visualizer Tiktok (Wheeze...;KaHootHoot;https://huds.tf/forum/xthreads_attach.php/3481_1612215659_b5be4e6d/5073a397edd78e7c27036adc7a011b4e/killsound.wav
Body Visualizer Tiktok (Hitsou...;KaHootHoot;https://huds.tf/forum/xthreads_attach.php/3479_1612202777_ee136cff/5c59882cd7c6bc63f880b0ce1c7f9cfd/hitsound.wav
Spy Schadenfreude (2 Snorts) (...;KaHootHoot;https://huds.tf/forum/xthreads_attach.php/3478_1612200887_58109d40/12a8d1ffb60776307c6807087f02e9cf/hitsound%20copy.wav
Majo no tabitabi -elaina TEHE;Elaina;https://huds.tf/forum/xthreads_attach.php/3476_1612186413_92d619ba/aa6519c1b8c98fdb1c3fb77fed3d7084/hitsound.wav
Calliope - GUH;Elaina;https://huds.tf/forum/xthreads_attach.php/3475_1612186364_7e494a76/5d04a876e35523223f406ec085206f67/hitsound.wav
